Sample 1 - CPU:  92.00 - MEM: 278.23
Sample 2 - CPU:  89.70 - MEM: 278.23
Sample 3 - CPU:  91.60 - MEM: 278.23
Sample 4 - CPU:  89.90 - MEM: 278.23
Sample 5 - CPU:  91.70 - MEM: 278.23
Sample 6 - CPU:  90.00 - MEM: 278.24
Sample 7 - CPU:  91.80 - MEM: 278.24
Sample 8 - CPU:  90.30 - MEM: 278.24
Sample 9 - CPU:  91.80 - MEM: 278.24
Sample 10 - CPU:  90.20 - MEM: 278.25
Sample 11 - CPU:  91.70 - MEM: 278.25
Sample 12 - CPU:  90.40 - MEM: 278.25
Sample 13 - CPU:  91.70 - MEM: 278.25
Sample 14 - CPU:  90.30 - MEM: 278.25
Sample 15 - CPU:  91.70 - MEM: 278.25
Sample 16 - CPU:  90.30 - MEM: 278.25
Sample 17 - CPU:  91.70 - MEM: 278.25
Sample 18 - CPU:  90.40 - MEM: 278.25
Sample 19 - CPU:  89.00 - MEM: 278.25
Sample 20 - CPU:  90.10 - MEM: 278.25
Sample 21 - CPU:  89.00 - MEM: 278.25
Sample 22 - CPU:  90.40 - MEM: 278.25
Sample 23 - CPU:  89.30 - MEM: 278.25
Sample 24 - CPU:  90.50 - MEM: 278.25
Sample 25 - CPU:  89.40 - MEM: 278.25
Sample 26 - CPU:  90.70 - MEM: 278.25
Sample 27 - CPU:  89.40 - MEM: 278.25
Sample 28 - CPU:  90.50 - MEM: 278.25
Sample 29 - CPU:  89.50 - MEM: 278.25
Sample 30 - CPU:  90.80 - MEM: 278.25
Sample 31 - CPU:  89.60 - MEM: 278.25
Sample 32 - CPU:  90.80 - MEM: 278.25
Sample 33 - CPU:  89.70 - MEM: 278.25
Sample 34 - CPU:  90.90 - MEM: 278.25
Sample 35 - CPU:  89.90 - MEM: 278.25
Sample 36 - CPU:  90.90 - MEM: 278.25
Sample 37 - CPU:  90.00 - MEM: 278.25
Sample 38 - CPU:  91.10 - MEM: 278.25
Sample 39 - CPU:  90.10 - MEM: 278.25
Sample 40 - CPU:  91.20 - MEM: 278.25
Sample 41 - CPU:  90.10 - MEM: 278.25
Sample 42 - CPU:  91.10 - MEM: 278.25
Sample 43 - CPU:  90.10 - MEM: 278.25
Sample 44 - CPU:  89.20 - MEM: 278.25
Sample 45 - CPU:  90.00 - MEM: 278.25
Sample 46 - CPU:  89.00 - MEM: 278.25
Sample 47 - CPU:  90.00 - MEM: 278.25
Sample 48 - CPU:  89.10 - MEM: 278.25
Sample 49 - CPU:  90.10 - MEM: 278.25
Sample 50 - CPU:  89.00 - MEM: 278.25
Sample 51 - CPU:  89.90 - MEM: 278.25
Sample 52 - CPU:  89.20 - MEM: 278.25
Sample 53 - CPU:  90.10 - MEM: 278.28
Sample 54 - CPU:  89.10 - MEM: 278.28
Sample 55 - CPU:  89.90 - MEM: 278.28
Sample 56 - CPU:  88.90 - MEM: 278.28
Sample 57 - CPU:  89.70 - MEM: 278.28
Sample 58 - CPU:  88.80 - MEM: 278.28
