Sample 1 - CPU:  95.10 - MEM: 285.54
Sample 2 - CPU:  92.60 - MEM: 285.54
Sample 3 - CPU:  94.50 - MEM: 285.54
Sample 4 - CPU:  92.50 - MEM: 285.55
Sample 5 - CPU:  94.20 - MEM: 285.55
Sample 6 - CPU:  92.60 - MEM: 285.55
Sample 7 - CPU:  94.40 - MEM: 285.55
Sample 8 - CPU:  92.90 - MEM: 285.55
Sample 9 - CPU:  94.30 - MEM: 285.55
Sample 10 - CPU:  92.80 - MEM: 285.55
Sample 11 - CPU:  94.40 - MEM: 285.55
Sample 12 - CPU:  92.80 - MEM: 285.55
Sample 13 - CPU:  91.30 - MEM: 285.55
Sample 14 - CPU:  92.90 - MEM: 285.55
Sample 15 - CPU:  91.20 - MEM: 285.55
Sample 16 - CPU:  92.70 - MEM: 285.55
Sample 17 - CPU:  91.30 - MEM: 285.55
Sample 18 - CPU:  92.70 - MEM: 285.55
Sample 19 - CPU:  91.20 - MEM: 285.55
Sample 20 - CPU:  92.60 - MEM: 285.55
Sample 21 - CPU:  91.40 - MEM: 285.55
Sample 22 - CPU:  92.90 - MEM: 285.55
Sample 23 - CPU:  91.70 - MEM: 285.55
Sample 24 - CPU:  92.90 - MEM: 285.55
Sample 25 - CPU:  91.60 - MEM: 285.55
Sample 26 - CPU:  92.80 - MEM: 285.55
Sample 27 - CPU:  91.60 - MEM: 285.55
Sample 28 - CPU:  92.80 - MEM: 285.55
Sample 29 - CPU:  91.80 - MEM: 285.55
Sample 30 - CPU:  93.00 - MEM: 285.55
Sample 31 - CPU:  91.90 - MEM: 285.55
Sample 32 - CPU:  93.00 - MEM: 285.55
Sample 33 - CPU:  91.90 - MEM: 285.55
Sample 34 - CPU:  93.00 - MEM: 285.55
Sample 35 - CPU:  91.90 - MEM: 285.55
Sample 36 - CPU:  93.00 - MEM: 285.55
Sample 37 - CPU:  91.90 - MEM: 285.55
Sample 38 - CPU:  93.00 - MEM: 285.55
Sample 39 - CPU:  91.90 - MEM: 285.55
Sample 40 - CPU:  92.90 - MEM: 285.55
Sample 41 - CPU:  91.80 - MEM: 285.55
Sample 42 - CPU:  90.80 - MEM: 285.55
Sample 43 - CPU:  91.70 - MEM: 285.55
Sample 44 - CPU:  90.80 - MEM: 285.55
Sample 45 - CPU:  91.80 - MEM: 285.55
Sample 46 - CPU:  90.90 - MEM: 285.55
Sample 47 - CPU:  91.80 - MEM: 285.59
Sample 48 - CPU:  91.00 - MEM: 285.59
Sample 49 - CPU:  91.90 - MEM: 285.59
Sample 50 - CPU:  90.90 - MEM: 285.59
Sample 51 - CPU:  91.60 - MEM: 285.59
Sample 52 - CPU:  90.80 - MEM: 285.59
Sample 53 - CPU:  91.70 - MEM: 285.59
Sample 54 - CPU:  90.90 - MEM: 285.59
Sample 55 - CPU:  91.80 - MEM: 285.59
Sample 56 - CPU:  90.90 - MEM: 285.59
Sample 57 - CPU:  91.60 - MEM: 285.59
Sample 58 - CPU:  90.80 - MEM: 285.59
Sample 59 - CPU:  91.60 - MEM: 285.59
