9868333539199;0;1.0
9868368699148;1;2.0
9868476527547;2;3.0
9868506857491;3;4.0
9868528275922;4;5.0
9868558335532;5;6.0
9868581752207;6;7.0
9868609312857;7;8.0
9868639333792;8;9.0
9868678457162;9;10.0
9868706072585;10;11.0
9868731594945;11;12.0
9868763793013;12;13.0
9868790213492;13;14.0
9868814064691;14;15.0
9868840894341;15;16.0
9868871876615;16;17.0
9868976291443;17;18.0
9869003040721;18;19.0
9869032216405;19;20.0
9869060685778;20;21.0
9869172759617;21;22.0
9869200011222;22;23.0
9869229034057;23;24.0
9869263218591;24;25.0
9869292945039;25;26.0
9869318370456;26;27.0
9869347223632;27;28.0
9869377608871;28;29.0
9869403726455;29;30.0
9869431899853;30;31.0
9869537764958;31;32.0
9869570131893;32;33.0
9869595888991;33;34.0
9869622966351;34;35.0
9869728826369;35;36.0
9869755841379;36;37.0
9869779076437;37;38.0
9869803324022;38;39.0
9869829477766;39;40.0
9869858058299;40;41.0
9869883965284;41;42.0
9869987154832;42;43.0
9870013397827;43;44.0
9870038604285;44;45.0
9870147913399;45;46.0
9870173314633;46;47.0
9870209362668;47;48.0
9870236733782;48;49.0
9870266615282;49;50.0
9870291085830;50;51.0
9870313547706;51;52.0
9870414496711;52;53.0
9870446468659;53;54.0
9870469223126;54;55.0
9870490241118;55;56.0
9870590875032;56;57.0
9870696536502;57;58.0
9870719525877;58;59.0
9870744954155;59;60.0
9870852295437;60;61.0
9870875517356;61;62.0
9870894999116;62;63.0
9870917325168;63;64.0
9871016895819;64;65.0
9871035906102;65;66.0
9871055450577;66;67.0
9871157240638;67;68.0
9871178182249;68;69.0
9871208080009;69;70.0
9871233859382;70;71.0
9871257817367;71;72.0
9871277460188;72;73.0
9871298533343;73;74.0
9871320850055;74;75.0
9871423357115;75;76.0
9871526641553;76;77.0
9871549033398;77;78.0
9871572781314;78;79.0
9871594916841;79;80.0
9871695635151;80;81.0
9871718221936;81;82.0
9871821430569;82;83.0
9871844498107;83;84.0
9871864984757;84;85.0
9871888464472;85;86.0
9871911032960;86;87.0
9871935151998;87;88.0
9871958148976;88;89.0
9871978406123;89;90.0
9872002387790;90;91.0
9872022937247;91;92.0
9872044683029;92;93.0
9872150392310;93;94.0
9872173656492;94;95.0
9872193297348;95;96.0
9872293909945;96;97.0
9872313173151;97;98.0
9872338748293;98;99.0
9872361200372;99;100.0
9872461502555;100;101.0
