8621784137427;0;1.0
8621911630790;1;2.0
8621966322762;2;3.0
8622087948065;3;4.0
8622135105285;4;5.0
8622161908783;5;6.0
8622182470587;6;7.0
8622204667529;7;8.0
8622305755925;8;9.0
8622415778521;9;10.0
8622455689499;10;11.0
8622496316989;11;12.0
8622538580973;12;13.0
8622663232921;13;14.0
8622693668773;14;15.0
8622718671198;15;16.0
8622755213640;16;17.0
8622789755225;17;18.0
8622815077262;18;19.0
8622849096654;19;20.0
8622876575855;20;21.0
8622907400043;21;22.0
8622940599211;22;23.0
8623043079561;23;24.0
8623151254086;24;25.0
8623196435338;25;26.0
8623233285306;26;27.0
8623347060696;27;28.0
8623460220102;28;29.0
8623492447819;29;30.0
8623527703318;30;31.0
8623560480671;31;32.0
8623596176042;32;33.0
8623631477438;33;34.0
8623739279483;34;35.0
8623764095301;35;36.0
8623784835844;36;37.0
8623806511063;37;38.0
8623828843043;38;39.0
8623851503425;39;40.0
8623873069464;40;41.0
8623893818631;41;42.0
8623914600119;42;43.0
8624014857773;43;44.0
8624038924347;44;45.0
8624063126814;45;46.0
8624163732038;46;47.0
8624196722519;47;48.0
8624226362125;48;49.0
8624250994597;49;50.0
8624273810890;50;51.0
8624296430491;51;52.0
8624321353924;52;53.0
8624348361635;53;54.0
8624372846501;54;55.0
8624395520437;55;56.0
8624495632338;56;57.0
8624519199540;57;58.0
8624544733844;58;59.0
8624567299979;59;60.0
8624592624596;60;61.0
8624615800198;61;62.0
8624724922656;62;63.0
8624751033943;63;64.0
8624773634442;64;65.0
8624877367844;65;66.0
8624898350704;66;67.0
8624922455961;67;68.0
8624948494533;68;69.0
8624968104464;69;70.0
8624996725018;70;71.0
8625017532347;71;72.0
8625043044488;72;73.0
8625066124561;73;74.0
8625091475097;74;75.0
8625111951962;75;76.0
8625219979799;76;77.0
8625242574922;77;78.0
8625265257452;78;79.0
8625291625780;79;80.0
8625314848018;80;81.0
8625344271876;81;82.0
8625370604436;82;83.0
8625394897240;83;84.0
8625419141929;84;85.0
8625448022464;85;86.0
8625471527943;86;87.0
8625499753241;87;88.0
8625520996185;88;89.0
8625550969903;89;90.0
8625574699617;90;91.0
8625601217804;91;92.0
8625706539590;92;93.0
8625749709120;93;94.0
8625775027845;94;95.0
8625798842424;95;96.0
8625819598898;96;97.0
8625849310904;97;98.0
8625872863507;98;99.0
8625894458552;99;100.0
8625915968248;100;101.0
