5892119154571;0;1.0
5892148431198;1;2.0
5892168219270;2;3.0
5892266102402;3;4.0
5892286052490;4;5.0
5892384589438;5;6.0
5892402400717;6;7.0
5892502910709;7;8.0
5892521118151;8;9.0
5892536627881;9;10.0
5892555968598;10;11.0
5892649637569;11;12.0
5892666118460;12;13.0
5892681132054;13;14.0
5892696186433;14;15.0
5892714413345;15;16.0
5892732370881;16;17.0
5892828727373;17;18.0
5892842699207;18;19.0
5892859364598;19;20.0
5892958191031;20;21.0
5892973246418;21;22.0
5892988786940;22;23.0
5893006478229;23;24.0
5893024079766;24;25.0
5893037685359;25;26.0
5893052598639;26;27.0
5893070588442;27;28.0
5893088177139;28;29.0
5893193047921;29;30.0
5893245176128;30;31.0
5893279325386;31;32.0
5893376955485;32;33.0
5893485340469;33;34.0
5893507959887;34;35.0
5893531764457;35;36.0
5893637135825;36;37.0
5893659305919;37;38.0
5893682440756;38;39.0
5893701797777;39;40.0
5893808212577;40;41.0
5893917204694;41;42.0
5893938924403;42;43.0
5893960853073;43;44.0
5894063783642;44;45.0
5894084349011;45;46.0
5894107679422;46;47.0
5894135121524;47;48.0
5894156323023;48;49.0
5894178941376;49;50.0
5894283072689;50;51.0
5894305676533;51;52.0
5894325753338;52;53.0
5894345381236;53;54.0
5894365884709;54;55.0
5894468327960;55;56.0
5894486778945;56;57.0
5894512725379;57;58.0
5894533416479;58;59.0
5894560205576;59;60.0
5894658975384;60;61.0
5894681131532;61;62.0
5894703976999;62;63.0
5894727334102;63;64.0
5894747089111;64;65.0
5894768366845;65;66.0
5894793447122;66;67.0
5894820216409;67;68.0
5894842367735;68;69.0
5894868040105;69;70.0
5894890647617;70;71.0
5894920519835;71;72.0
5895029648869;72;73.0
5895053702106;73;74.0
5895080543805;74;75.0
5895100824213;75;76.0
5895130284323;76;77.0
5895152991217;77;78.0
5895255307954;78;79.0
5895276605511;79;80.0
5895376995501;80;81.0
5895398627760;81;82.0
5895421400166;82;83.0
5895456732388;83;84.0
5895480566276;84;85.0
5895502904934;85;86.0
5895524698041;86;87.0
5895552075149;87;88.0
5895574033310;88;89.0
5895591141002;89;90.0
5895688217498;90;91.0
5895706134442;91;92.0
5895723216179;92;93.0
5895741400490;93;94.0
5895764574376;94;95.0
5895792202781;95;96.0
5895899439918;96;97.0
5895931557312;97;98.0
5895962901963;98;99.0
5895998295847;99;100.0
5896020315291;100;101.0
