Sample 1 - CPU:  89.20 - MEM: 283.07
Sample 2 - CPU:  90.40 - MEM: 283.07
Sample 3 - CPU:  89.00 - MEM: 283.08
Sample 4 - CPU:  90.40 - MEM: 283.09
Sample 5 - CPU:  89.00 - MEM: 283.10
Sample 6 - CPU:  90.50 - MEM: 283.10
Sample 7 - CPU:  89.20 - MEM: 283.10
Sample 8 - CPU:  90.80 - MEM: 283.10
Sample 9 - CPU:  89.40 - MEM: 283.10
Sample 10 - CPU:  88.10 - MEM: 283.11
Sample 11 - CPU:  89.50 - MEM: 283.11
Sample 12 - CPU:  88.00 - MEM: 283.11
Sample 13 - CPU:  89.30 - MEM: 283.11
Sample 14 - CPU:  87.90 - MEM: 283.11
Sample 15 - CPU:  89.10 - MEM: 283.11
Sample 16 - CPU:  87.90 - MEM: 283.11
Sample 17 - CPU:  89.10 - MEM: 283.11
Sample 18 - CPU:  87.70 - MEM: 283.11
Sample 19 - CPU:  88.90 - MEM: 283.11
Sample 20 - CPU:  87.80 - MEM: 283.11
Sample 21 - CPU:  88.80 - MEM: 283.11
Sample 22 - CPU:  87.70 - MEM: 283.11
Sample 23 - CPU:  88.80 - MEM: 283.11
Sample 24 - CPU:  87.70 - MEM: 283.11
Sample 25 - CPU:  88.70 - MEM: 283.11
Sample 26 - CPU:  87.60 - MEM: 283.11
Sample 27 - CPU:  88.60 - MEM: 283.11
Sample 28 - CPU:  87.50 - MEM: 283.11
Sample 29 - CPU:  88.40 - MEM: 283.11
Sample 30 - CPU:  87.40 - MEM: 283.11
Sample 31 - CPU:  88.30 - MEM: 283.11
Sample 32 - CPU:  87.20 - MEM: 283.11
Sample 33 - CPU:  88.10 - MEM: 283.11
Sample 34 - CPU:  87.10 - MEM: 283.11
Sample 35 - CPU:  88.00 - MEM: 283.11
Sample 36 - CPU:  87.00 - MEM: 283.11
Sample 37 - CPU:  87.90 - MEM: 283.11
Sample 38 - CPU:  87.00 - MEM: 283.11
Sample 39 - CPU:  87.80 - MEM: 283.11
Sample 40 - CPU:  86.90 - MEM: 283.11
Sample 41 - CPU:  85.90 - MEM: 283.11
Sample 42 - CPU:  86.90 - MEM: 283.11
Sample 43 - CPU:  86.10 - MEM: 283.11
Sample 44 - CPU:  87.10 - MEM: 283.11
Sample 45 - CPU:  86.30 - MEM: 283.11
Sample 46 - CPU:  87.20 - MEM: 283.11
Sample 47 - CPU:  86.50 - MEM: 283.11
Sample 48 - CPU:  87.40 - MEM: 283.11
Sample 49 - CPU:  86.70 - MEM: 283.11
Sample 50 - CPU:  87.60 - MEM: 283.11
Sample 51 - CPU:  86.80 - MEM: 283.11
Sample 52 - CPU:  87.70 - MEM: 283.11
Sample 53 - CPU:  87.00 - MEM: 283.11
Sample 54 - CPU:  87.90 - MEM: 283.11
Sample 55 - CPU:  87.20 - MEM: 283.11
Sample 56 - CPU:  88.00 - MEM: 283.11
Sample 57 - CPU:  87.30 - MEM: 283.11
Sample 58 - CPU:  88.20 - MEM: 283.11
Sample 59 - CPU:  87.50 - MEM: 283.11
