Sample 1 - CPU:  93.60 - MEM: 283.69
Sample 2 - CPU:  95.10 - MEM: 283.69
Sample 3 - CPU:  93.50 - MEM: 283.70
Sample 4 - CPU:  95.20 - MEM: 283.70
Sample 5 - CPU:  93.40 - MEM: 283.73
Sample 6 - CPU:  95.10 - MEM: 283.73
Sample 7 - CPU:  93.60 - MEM: 283.73
Sample 8 - CPU:  95.00 - MEM: 283.73
Sample 9 - CPU:  93.40 - MEM: 283.74
Sample 10 - CPU:  94.90 - MEM: 283.75
Sample 11 - CPU:  93.50 - MEM: 283.75
Sample 12 - CPU:  94.80 - MEM: 283.75
Sample 13 - CPU:  93.30 - MEM: 283.75
Sample 14 - CPU:  94.80 - MEM: 283.75
Sample 15 - CPU:  93.50 - MEM: 283.75
Sample 16 - CPU:  94.80 - MEM: 283.75
Sample 17 - CPU:  93.60 - MEM: 283.75
Sample 18 - CPU:  94.90 - MEM: 283.75
Sample 19 - CPU:  93.50 - MEM: 283.75
Sample 20 - CPU:  94.80 - MEM: 283.75
Sample 21 - CPU:  93.60 - MEM: 283.75
Sample 22 - CPU:  92.50 - MEM: 283.75
Sample 23 - CPU:  93.80 - MEM: 283.75
Sample 24 - CPU:  92.60 - MEM: 283.75
Sample 25 - CPU:  93.70 - MEM: 283.75
Sample 26 - CPU:  92.50 - MEM: 283.75
Sample 27 - CPU:  93.60 - MEM: 283.75
Sample 28 - CPU:  92.50 - MEM: 283.75
Sample 29 - CPU:  93.60 - MEM: 283.75
Sample 30 - CPU:  92.50 - MEM: 283.75
Sample 31 - CPU:  93.60 - MEM: 283.75
Sample 32 - CPU:  92.50 - MEM: 283.75
Sample 33 - CPU:  93.60 - MEM: 283.75
Sample 34 - CPU:  92.50 - MEM: 283.75
Sample 35 - CPU:  93.50 - MEM: 283.75
Sample 36 - CPU:  92.40 - MEM: 283.75
Sample 37 - CPU:  93.40 - MEM: 283.75
Sample 38 - CPU:  92.40 - MEM: 283.75
Sample 39 - CPU:  93.10 - MEM: 283.75
Sample 40 - CPU:  92.00 - MEM: 283.75
Sample 41 - CPU:  92.70 - MEM: 283.75
Sample 42 - CPU:  91.50 - MEM: 283.75
Sample 43 - CPU:  92.30 - MEM: 283.75
Sample 44 - CPU:  91.20 - MEM: 283.75
Sample 45 - CPU:  91.80 - MEM: 283.75
Sample 46 - CPU:  90.50 - MEM: 283.75
Sample 47 - CPU:  91.10 - MEM: 283.75
Sample 48 - CPU:  89.80 - MEM: 283.75
Sample 49 - CPU:  90.30 - MEM: 283.75
Sample 50 - CPU:  89.20 - MEM: 283.75
Sample 51 - CPU:  89.70 - MEM: 283.75
Sample 52 - CPU:  88.50 - MEM: 283.75
Sample 53 - CPU:  89.00 - MEM: 283.75
Sample 54 - CPU:  87.90 - MEM: 283.78
Sample 55 - CPU:  88.40 - MEM: 283.78
Sample 56 - CPU:  87.20 - MEM: 283.78
Sample 57 - CPU:  87.70 - MEM: 283.78
Sample 58 - CPU:  86.70 - MEM: 283.78
Sample 59 - CPU:  87.10 - MEM: 283.78
