6532268324632;0;1.0
6532304431670;1;2.0
6532329061060;2;3.0
6532352757571;3;4.0
6532371945484;4;5.0
6532391057849;5;6.0
6532410624383;6;7.0
6532509304532;7;8.0
6532621606498;8;9.0
6532679956794;9;10.0
6532728546176;10;11.0
6532830994041;11;12.0
6532949790468;12;13.0
6533065255396;13;14.0
6533089758770;14;15.0
6533112029094;15;16.0
6533141411817;16;17.0
6533171300253;17;18.0
6533194153053;18;19.0
6533218095006;19;20.0
6533251569933;20;21.0
6533275138995;21;22.0
6533292516495;22;23.0
6533309343571;23;24.0
6533330431077;24;25.0
6533435659077;25;26.0
6533549400414;26;27.0
6533575831233;27;28.0
6533596903938;28;29.0
6533622807646;29;30.0
6533649851617;30;31.0
6533756321471;31;32.0
6533778932144;32;33.0
6533799854471;33;34.0
6533818255266;34;35.0
6533844532419;35;36.0
6533951890839;36;37.0
6533980591373;37;38.0
6534008577509;38;39.0
6534030451983;39;40.0
6534057459896;40;41.0
6534088029738;41;42.0
6534108614385;42;43.0
6534129689760;43;44.0
6534153766331;44;45.0
6534175961862;45;46.0
6534197276010;46;47.0
6534222263860;47;48.0
6534251408042;48;49.0
6534272794008;49;50.0
6534294986618;50;51.0
6534404815219;51;52.0
6534509381461;52;53.0
6534534531883;53;54.0
6534560719543;54;55.0
6534583627895;55;56.0
6534605626041;56;57.0
6534627896216;57;58.0
6534735499210;58;59.0
6534756586816;59;60.0
6534782820431;60;61.0
6534808334358;61;62.0
6534912478352;62;63.0
6534937723449;63;64.0
6534957129440;64;65.0
6534978126341;65;66.0
6535081668534;66;67.0
6535183635922;67;68.0
6535202316841;68;69.0
6535229160733;69;70.0
6535257404969;70;71.0
6535277472202;71;72.0
6535301895004;72;73.0
6535325428458;73;74.0
6535353229904;74;75.0
6535376396185;75;76.0
6535397506168;76;77.0
6535422690404;77;78.0
6535446143667;78;79.0
6535469506055;79;80.0
6535494338041;80;81.0
6535527315461;81;82.0
6535633712077;82;83.0
6535660370896;83;84.0
6535685534712;84;85.0
6535706966887;85;86.0
6535731067297;86;87.0
6535835438447;87;88.0
6535863040844;88;89.0
6535970730909;89;90.0
6535996279978;90;91.0
6536019430759;91;92.0
6536130861107;92;93.0
6536162950153;93;94.0
6536182399879;94;95.0
6536203573914;95;96.0
6536306446150;96;97.0
6536329592547;97;98.0
6536437974849;98;99.0
6536459592339;99;100.0
6536480229825;100;101.0
