Sample 1 - CPU:  93.40 - MEM: 289.66
Sample 2 - CPU:  92.70 - MEM: 289.66
Sample 3 - CPU:  93.20 - MEM: 289.66
Sample 4 - CPU:  92.70 - MEM: 289.66
Sample 5 - CPU:  93.20 - MEM: 289.66
Sample 6 - CPU:  92.70 - MEM: 289.66
Sample 7 - CPU:  93.30 - MEM: 289.66
Sample 8 - CPU:  92.80 - MEM: 289.66
Sample 9 - CPU:  92.40 - MEM: 289.66
Sample 10 - CPU:  92.80 - MEM: 289.66
Sample 11 - CPU:  92.40 - MEM: 289.66
Sample 12 - CPU:  92.90 - MEM: 289.66
Sample 13 - CPU:  92.40 - MEM: 289.66
Sample 14 - CPU:  92.90 - MEM: 289.66
Sample 15 - CPU:  92.50 - MEM: 289.66
Sample 16 - CPU:  93.00 - MEM: 289.66
Sample 17 - CPU:  92.60 - MEM: 289.66
Sample 18 - CPU:  93.00 - MEM: 289.66
Sample 19 - CPU:  92.60 - MEM: 289.66
Sample 20 - CPU:  93.10 - MEM: 289.66
Sample 21 - CPU:  92.70 - MEM: 289.66
Sample 22 - CPU:  93.10 - MEM: 289.66
Sample 23 - CPU:  92.60 - MEM: 289.66
Sample 24 - CPU:  93.10 - MEM: 289.66
Sample 25 - CPU:  92.70 - MEM: 289.66
Sample 26 - CPU:  93.10 - MEM: 289.66
Sample 27 - CPU:  92.60 - MEM: 289.66
Sample 28 - CPU:  92.20 - MEM: 289.66
Sample 29 - CPU:  92.70 - MEM: 289.66
Sample 30 - CPU:  92.30 - MEM: 289.66
Sample 31 - CPU:  92.80 - MEM: 289.66
Sample 32 - CPU:  92.40 - MEM: 289.66
Sample 33 - CPU:  92.80 - MEM: 289.66
Sample 34 - CPU:  92.40 - MEM: 289.66
Sample 35 - CPU:  92.80 - MEM: 289.66
Sample 36 - CPU:  92.40 - MEM: 289.66
Sample 37 - CPU:  92.90 - MEM: 289.66
Sample 38 - CPU:  92.50 - MEM: 289.66
Sample 39 - CPU:  92.90 - MEM: 289.66
Sample 40 - CPU:  92.50 - MEM: 289.66
Sample 41 - CPU:  92.90 - MEM: 289.66
Sample 42 - CPU:  92.50 - MEM: 289.66
Sample 43 - CPU:  92.90 - MEM: 289.66
Sample 44 - CPU:  92.60 - MEM: 289.66
Sample 45 - CPU:  93.00 - MEM: 289.66
Sample 46 - CPU:  92.70 - MEM: 289.66
Sample 47 - CPU:  93.10 - MEM: 289.66
Sample 48 - CPU:  92.80 - MEM: 289.66
Sample 49 - CPU:  92.40 - MEM: 289.66
Sample 50 - CPU:  92.80 - MEM: 289.66
Sample 51 - CPU:  92.40 - MEM: 289.66
Sample 52 - CPU:  92.80 - MEM: 289.66
Sample 53 - CPU:  92.40 - MEM: 289.66
Sample 54 - CPU:  92.80 - MEM: 289.66
Sample 55 - CPU:  92.40 - MEM: 289.66
Sample 56 - CPU:  92.80 - MEM: 289.66
Sample 57 - CPU:  92.40 - MEM: 289.66
Sample 58 - CPU:  92.80 - MEM: 289.66
