15196011535260;0;1.0
15196186572222;1;2.0
15196225906948;2;3.0
15196233531361;3;4.0
15196235088004;4;5.0
15196236212808;5;6.0
15196237388950;6;7.0
15196238649223;7;8.0
15196239719818;8;9.0
15196240867061;9;10.0
15196241853708;10;11.0
15196242730870;11;12.0
15196243598412;12;13.0
15196245307595;13;14.0
15196246658500;14;15.0
15196250226807;15;16.0
15196254672372;16;17.0
15196257352836;17;18.0
15196260939225;18;19.0
15196262280277;19;20.0
15196264684836;20;21.0
15196265823245;21;22.0
15196266736565;22;23.0
15196269964413;23;24.0
15196270862659;24;25.0
15196271705918;25;26.0
15196272541581;26;27.0
15196273617933;27;28.0
15196275658164;28;29.0
15196276793496;29;30.0
15196277701701;30;31.0
15196278642845;31;32.0
15196279802703;32;33.0
15196280856110;33;34.0
15196283616370;34;35.0
15196285791438;35;36.0
15196287881749;36;37.0
15196289272445;37;38.0
15196290169928;38;39.0
15196290998739;39;40.0
15196292230508;40;41.0
15196293673047;41;42.0
15196294532917;42;43.0
15196296040820;43;44.0
15196298222461;44;45.0
15196299118988;45;46.0
15196300147514;46;47.0
15196301121724;47;48.0
15196303760397;48;49.0
15196309901393;49;50.0
15196312553531;50;51.0
15196323289607;51;52.0
15196330929836;52;53.0
15196331654523;53;54.0
15196332270921;54;55.0
15196332956691;55;56.0
15196334819929;56;57.0
15196338524789;57;58.0
15196340289056;58;59.0
15196341298507;59;60.0
15196342929596;60;61.0
15196344053744;61;62.0
15196345473145;62;63.0
15196347899834;63;64.0
15196351898310;64;65.0
15196359101606;65;66.0
15196359923627;66;67.0
15196361117379;67;68.0
15196362089906;68;69.0
15196363221970;69;70.0
15196364139348;70;71.0
15196364898641;71;72.0
15196366344221;72;73.0
15196367222349;73;74.0
15196368224295;74;75.0
15196369012257;75;76.0
15196371164845;76;77.0
15196372053075;77;78.0
15196373584148;78;79.0
15196374300398;79;80.0
15196375391468;80;81.0
15196376161209;81;82.0
15196377501648;82;83.0
15196378914359;83;84.0
15196379874528;84;85.0
15196381503997;85;86.0
15196382250364;86;87.0
15196382965072;87;88.0
15196383576329;88;89.0
15196384138663;89;90.0
15196385212168;90;91.0
15196386545704;91;92.0
15196394793278;92;93.0
15196395945230;93;94.0
15196402242067;94;95.0
15196403032847;95;96.0
15196404578064;96;97.0
15196407846693;97;98.0
15196408622897;98;99.0
15196409533922;99;100.0
15196410462315;100;101.0
