12075851053498;0;1.0
12075907352500;1;2.0
12075910082491;2;3.0
12075911810211;3;4.0
12075912675103;4;5.0
12075915584326;5;6.0
12075916865126;6;7.0
12075955253202;7;8.0
12075958164949;8;9.0
12075959748132;9;10.0
12075963432970;10;11.0
12075965460405;11;12.0
12075972363429;12;13.0
12075974835831;13;14.0
12075976411575;14;15.0
12075978131619;15;16.0
12075979888201;16;17.0
12075981921936;17;18.0
12075984449601;18;19.0
12075985370932;19;20.0
12075988370125;20;21.0
12075989369924;21;22.0
12075991217732;22;23.0
12075993705316;23;24.0
12075995917370;24;25.0
12075997138184;25;26.0
12076000054922;26;27.0
12076001421090;27;28.0
12076002606563;28;29.0
12076003975951;29;30.0
12076005192364;30;31.0
12076006255071;31;32.0
12076007624850;32;33.0
12076009236058;33;34.0
12076010155548;34;35.0
12076011329404;35;36.0
12076012220050;36;37.0
12076012965995;37;38.0
12076014939812;38;39.0
12076015742302;39;40.0
12076016481560;40;41.0
12076017219945;41;42.0
12076022621818;42;43.0
12076023855154;43;44.0
12076026202464;44;45.0
12076027735979;45;46.0
12076028577925;46;47.0
12076029276306;47;48.0
12076030875361;48;49.0
12076032137070;49;50.0
12076032914806;50;51.0
12076034184154;51;52.0
12076035803792;52;53.0
12076036721710;53;54.0
12076037405669;54;55.0
12076038638199;55;56.0
12076039790724;56;57.0
12076040742665;57;58.0
12076041526672;58;59.0
12076042987226;59;60.0
12076043803557;60;61.0
12076044532217;61;62.0
12076047657373;62;63.0
12076049653196;63;64.0
12076051498625;64;65.0
12076052260521;65;66.0
12076053221428;66;67.0
12076054627258;67;68.0
12076056131164;68;69.0
12076057934198;69;70.0
12076059725184;70;71.0
12076060416916;71;72.0
12076060991034;72;73.0
12076062949724;73;74.0
12076063846870;74;75.0
12076064847299;75;76.0
12076069852769;76;77.0
12076070978807;77;78.0
12076072227513;78;79.0
12076076823260;79;80.0
12076080861838;80;81.0
12076082804651;81;82.0
12076083725298;82;83.0
12076084447599;83;84.0
12076085120695;84;85.0
12076086426759;85;86.0
12076087142397;86;87.0
12076088932575;87;88.0
12076090468025;88;89.0
12076095871074;89;90.0
12076099903712;90;91.0
12076101487305;91;92.0
12076102731022;92;93.0
12076103842854;93;94.0
12076105386281;94;95.0
12076107712714;95;96.0
12076108774476;96;97.0
12076109621703;97;98.0
12076111767693;98;99.0
12076112554034;99;100.0
12076113279091;100;101.0
